studentname,studentname,studentname,studentname,studentname,studentname,studentname,studentname,studentname,studentname,studentname,10thmark,12thmark,cutoff,Annualincome,community,extracurricularinfo,gender,age,numberofprojects,numberofresearchpapers,levelofresearchpapers,competitions,gatescore,grescore,gmatscore,catscore,toeflscore,ieltsscore,leetcodecount,codechefstars,languagesknown,onlinecourses,internship,preferredcountry,preferreddegree,preferredcourse
Edward Perry,S456538,Mechanical,B,3rd,2028,7/28/2001,"617 Cox Burgs Apt. 869
South Daniel, NC 92857",683-323-4954x8599,qthomas@example.com,0.69,69,55,55,100625,General,None,Other,24,6,3,International,Quiz,3,274,423,55,100,1,96,1,Spanish,edX,No,Germany,MBA,Data Science
Hunter Mitchell,S822927,Electronics,A,2nd,2027,2/27/2002,"98439 Joseph Inlet Apt. 180
East Edward, MA 00830",391-865-5502,heathercowan@example.net,1.07,57,93,71,52330,SC,Sports,Male,23,7,3,International,Quiz,68,324,463,62,120,1,63,3,French,None,Yes,UK,M.Sc,Data Science
Matthew Ward DDS,S705747,Data Science,A,2nd,2027,5/27/1995,"7131 Nicholas Place
Currymouth, VT 72685",613-311-5451x267,jonesashley@example.com,6.87,61,95,79,115239,ST,Music,Male,19,10,0,Local,None,95,266,354,82,36,1,22,0,French,Coursera,Yes,Australia,PhD,AI
Chad Kane,S562389,Computer Science,C,2nd,2025,1/6/1995,"781 Brian Square Apt. 916
North Michaelside, AL 32845",(234)324-1596x406,bfrancis@example.org,3.65,88,53,86,46446,OBC,Music,Male,26,7,0,Local,Quiz,53,304,407,8,9,6,8,4,Chinese,Coursera,No,Germany,PhD,Machine Learning
Jonathan Johnson,S466156,Data Science,B,1st,2025,2/23/1994,"689 Michael Key
West Caleb, GA 18636",482.529.8255,wyates@example.com,8.38,73,77,50,60806,ST,Music,Female,23,0,4,International,Hackathon,24,289,385,93,120,2,86,3,Spanish,Coursera,Yes,UK,PhD,AI
Scott Orr,S451365,Electronics,B,2nd,2026,11/24/1995,"07490 Perkins Orchard
East Yolanda, AS 54484",-10742,keith53@example.com,2.41,81,58,71,105953,SC,None,Female,26,10,0,International,Quiz,84,323,705,100,33,6,65,1,Spanish,None,No,Canada,MBA,Software Engineering
Todd Decker,S424783,Mechanical,C,3rd,2027,2/20/2002,"4235 White Prairie
East Ronald, AR 22114",001-273-636-2236x3962,chambersgerald@example.net,2.99,89,85,95,85455,ST,Music,Female,19,4,4,International,Hackathon,57,282,443,34,99,8,34,0,Chinese,edX,Yes,USA,M.Tech,AI
Richard Bonilla,S470594,Computer Science,A,4th,2026,12/21/1996,"52321 Simon Circle
Danielfort, MH 28830",+1-317-705-2916x15712,edwardsmichael@example.com,9.03,56,59,90,30724,SC,Sports,Female,18,3,4,Local,Coding Contest,35,273,285,32,43,6,9,5,German,Udacity,Yes,USA,PhD,AI
Eric Dunlap,S693997,Data Science,B,4th,2026,12/11/1996,"35813 Martin Junction Suite 973
Lake Courtneyburgh, MT 33898",+1-779-229-3468x6110,reynoldsmatthew@example.net,4.1,77,98,84,93193,General,Arts,Male,20,9,1,Local,None,80,332,529,33,73,8,97,5,German,Udacity,Yes,Germany,PhD,Machine Learning
Mr. Jose Hunt,S316937,Mechanical,C,1st,2025,1/11/2000,"5664 Robert Field
West David, UT 96737",(405)801-7581x0820,james18@example.org,3.11,89,89,55,33782,ST,Arts,Female,21,1,3,Local,Hackathon,31,261,753,80,5,3,41,0,French,None,Yes,Canada,M.Tech,Data Science
Morgan Contreras,S588399,Data Science,C,2nd,2028,7/1/1998,"31127 Michael Crossing Apt. 767
Rosalesstad, FL 62118",235-595-6219,shuerta@example.com,0.93,63,55,61,113630,General,Sports,Female,21,9,4,International,None,20,278,709,99,105,8,74,0,French,edX,No,Canada,PhD,AI
Kelly Waters,S980476,Computer Science,B,3rd,2027,3/23/2001,"4231 Wolfe Radial Apt. 824
South Michaelmouth, AL 19358",(752)610-9870,barkerkaitlyn@example.org,8.05,97,64,89,42829,ST,None,Male,24,5,3,Local,Quiz,54,293,350,41,28,9,62,3,English,Coursera,Yes,USA,M.Tech,Machine Learning
Michelle Johnston,S639871,Computer Science,C,3rd,2028,2/28/1999,"83147 Robert Crossing Apt. 241
East Erin, SC 69568",916.658.9032,danielwalker@example.net,5.14,77,76,52,103778,General,Music,Other,23,3,2,Local,Hackathon,30,339,276,61,47,3,11,0,Spanish,None,No,Canada,M.Tech,AI
Michael Johnson,S887125,Mechanical,A,1st,2025,11/17/1999,"USNS Rangel
FPO AA 58146",628.220.0655,jessica14@example.com,7.07,61,59,80,67936,ST,Arts,Other,29,0,1,International,Quiz,94,318,335,57,85,0,43,5,English,Coursera,No,USA,M.Tech,AI
Monica Moore,S827789,Electronics,A,2nd,2025,6/4/1997,"67360 Catherine Key Apt. 083
South Davidborough, GA 45145",(681)589-4495,vford@example.org,5.18,63,66,74,76660,OBC,Sports,Male,20,6,5,International,Hackathon,90,261,291,33,8,7,5,0,English,edX,No,Germany,PhD,Software Engineering
Victoria Newman,S475158,Electronics,B,4th,2025,11/21/1995,"83172 Gonzalez Ridges Suite 329
Lambertport, CO 17471",361.394.2745x95615,odavis@example.org,5.08,95,87,72,100131,OBC,Music,Other,24,6,5,Local,Coding Contest,0,316,459,22,28,4,3,4,Chinese,Udacity,No,UK,M.Sc,AI
Larry Holloway,S837180,Computer Science,A,4th,2026,6/21/2000,"USNV Mason
FPO AE 27567",900-859-9766,antonio41@example.net,0.5,77,79,56,45508,SC,Music,Female,27,0,5,International,Hackathon,34,302,796,69,11,1,81,1,Chinese,Udacity,No,Canada,PhD,AI
Nicholas Bates,S656877,Mechanical,C,1st,2028,3/14/2006,"94100 Hall River
Port Reginachester, MI 90450",001-826-523-3131,kyle75@example.org,6.1,73,99,71,57106,SC,Sports,Other,26,9,3,International,Coding Contest,59,291,745,81,96,3,78,4,German,edX,No,Australia,MBA,Machine Learning
Jamie Gomez,S811112,Computer Science,C,4th,2028,12/13/2005,"42434 Shawn Creek Suite 928
Lake Steven, RI 11162",(493)614-9070x75887,michael99@example.org,4.6,88,66,50,36637,General,Sports,Other,20,9,0,National,Coding Contest,37,265,301,76,105,8,18,2,English,Udacity,Yes,UK,PhD,Data Science
Mary Crawford,S532570,Mechanical,B,1st,2028,10/8/1993,"522 Seth Cliff
South Shellyberg, WA 56675",5145301151,khurst@example.net,1.86,85,76,69,38247,SC,Arts,Other,18,3,2,National,Quiz,43,330,558,82,96,1,11,3,German,Udacity,Yes,USA,PhD,Data Science
Daniel Duran,S340609,Mechanical,C,4th,2025,4/24/1998,"2489 Daniel Trail
Johnsonfurt, ND 50870",255-995-6872x86955,greenkyle@example.com,7.03,65,64,91,44246,ST,None,Other,26,8,2,Local,None,63,325,655,40,102,1,7,4,Spanish,Coursera,No,Australia,PhD,Software Engineering
James Simmons,S451071,Electronics,C,4th,2028,3/17/2002,"429 Thomas Springs Apt. 535
Saraton, PW 44371",001-962-802-5287x0801,moralesjonathan@example.com,7.11,65,78,92,77976,General,Music,Female,21,3,5,National,Hackathon,66,335,364,4,10,8,9,4,French,edX,No,USA,M.Sc,Machine Learning
Shelly Garcia,S662229,Electronics,B,4th,2028,8/20/1996,"538 Mcbride Divide Apt. 662
Lake Jessicahaven, OK 58654",001-451-378-1137x618,josephstewart@example.org,1.6,90,52,58,52998,SC,Arts,Male,24,9,0,National,Quiz,82,313,451,25,38,5,66,5,German,edX,Yes,Germany,MBA,Software Engineering
Rachel Dominguez,S477658,Data Science,B,1st,2027,12/6/2003,"PSC 7103, Box 0493
APO AP 78800",667-203-7370,christopher11@example.org,3.99,98,83,59,79877,OBC,Music,Male,26,3,5,Local,None,52,322,217,16,76,1,99,2,English,Coursera,Yes,Germany,MBA,Data Science
Susan Lee,S850548,Data Science,A,1st,2028,5/29/1998,"0087 Davis Track Apt. 077
Reidhaven, MP 49576",6645482362,caseyalex@example.com,6.62,59,83,61,106552,SC,Music,Male,19,6,5,Local,Hackathon,84,318,631,2,47,9,34,0,Spanish,edX,Yes,UK,M.Sc,Machine Learning
Nicholas Hardin,S356577,Electronics,C,3rd,2026,6/6/2002,"066 Garcia Landing Apt. 664
Keithchester, OH 84383",(258)347-3352,hclark@example.com,9.55,60,66,99,113080,General,Sports,Male,20,8,5,Local,Quiz,88,294,273,62,50,5,30,1,French,edX,Yes,Germany,PhD,AI
Tracie Reynolds,S940860,Data Science,B,2nd,2028,5/20/1997,"496 Davis Landing Apt. 675
Mcconnellstad, RI 97910",(330)383-3217x35275,patrickclements@example.com,5.79,56,53,52,48278,General,Music,Other,24,3,5,National,Coding Contest,77,327,310,55,90,3,29,1,Chinese,edX,Yes,Australia,M.Sc,AI
Travis Baldwin,S460344,Data Science,C,3rd,2027,5/9/2003,"89518 Michael Brooks
East Justinport, OH 08046",3077152843,kathleenharrell@example.com,5.73,54,84,81,59836,General,Arts,Other,28,9,0,National,Coding Contest,22,291,263,70,45,7,43,0,English,None,No,Australia,PhD,Machine Learning
Luis Martin,S403928,Electronics,A,4th,2028,1/23/1998,"149 David Parks Apt. 508
Munozberg, PW 91830",(201)840-4092,mwatson@example.org,2.97,50,77,79,38249,General,Music,Male,20,9,1,Local,Quiz,13,324,527,53,5,0,61,0,Chinese,Coursera,Yes,USA,M.Tech,AI
Victor Miller,S548237,Data Science,B,2nd,2028,2/10/1998,"129 Abigail Underpass
Baileychester, DC 01741",+1-414-312-0914x60882,collierhaley@example.net,2.55,80,54,83,91322,OBC,Arts,Female,22,10,3,National,Hackathon,1,300,790,1,67,8,100,0,German,None,No,USA,M.Sc,AI
Rebecca Hall,S752822,Data Science,B,4th,2025,12/8/1997,"61467 Amanda Throughway Suite 124
West Elizabeth, CO 19935",001-949-981-8050,qanderson@example.org,2.81,60,100,93,77652,SC,Arts,Female,20,0,5,Local,Hackathon,89,325,600,25,31,4,83,0,Spanish,Udacity,No,Canada,PhD,Data Science
Michael Robinson,S527658,Computer Science,C,3rd,2028,8/29/2004,"8078 Catherine Bridge Apt. 622
Port Kentstad, PR 93552",001-581-506-2682,erikaclark@example.net,4.01,61,97,53,116756,General,Sports,Other,24,9,5,International,Quiz,38,268,448,4,103,6,33,1,Spanish,edX,Yes,Canada,M.Sc,Data Science
Eric Martin,S901837,Electronics,B,4th,2027,9/17/2004,"495 Albert Park
Rubenland, GU 25911",(627)836-2632,briangrant@example.com,7.61,84,61,54,50530,SC,Arts,Male,29,4,2,Local,Quiz,59,293,656,58,14,2,62,0,Chinese,None,Yes,USA,M.Sc,Data Science
Jean Nelson PhD,S395762,Electronics,C,3rd,2025,2/23/2000,"12780 Charlotte Skyway Apt. 082
Michellefurt, AR 71600",476.644.1719x3084,andrew46@example.org,8.42,58,82,56,101414,ST,Music,Male,30,2,5,International,Quiz,36,301,367,0,61,4,8,4,Spanish,Coursera,Yes,USA,PhD,Machine Learning
Philip Morris,S109331,Electronics,B,2nd,2028,11/28/2002,"PSC 4535, Box 3922
APO AP 30032",+1-485-676-4269x67622,rmclean@example.org,9.81,77,52,67,33781,General,Sports,Other,28,1,2,Local,Quiz,28,287,708,3,103,0,33,4,German,edX,Yes,Australia,M.Sc,Software Engineering
Chad Willis,S380205,Data Science,A,1st,2028,6/10/1995,"6924 Kimberly Harbor Suite 663
Lake Kevinmouth, GU 62209",348.691.3274x267,wrightryan@example.org,1.83,81,74,68,111715,SC,Arts,Female,29,10,4,National,None,84,269,448,32,26,9,54,5,French,Udacity,Yes,Australia,M.Tech,Software Engineering
Brian Brown,S536684,Electronics,C,1st,2026,6/8/1997,"4971 Miles Neck
Whitneymouth, MA 13494",+1-798-383-1036x1713,autumnbartlett@example.org,5.4,73,94,65,51299,ST,Arts,Male,30,10,2,International,Quiz,71,321,780,12,24,7,76,4,French,edX,No,UK,PhD,Machine Learning
Daniel Rodgers,S534904,Data Science,B,4th,2028,2/8/1995,"56591 Phelps Pines Apt. 481
North Martha, AK 86239",6937616270,karenrose@example.net,2.27,58,71,74,58058,OBC,Sports,Female,24,4,3,International,Coding Contest,4,288,291,41,43,6,41,5,Chinese,Coursera,Yes,UK,M.Sc,Software Engineering
Edwin Peck,S720660,Data Science,C,1st,2025,5/15/2006,"723 Christopher Isle Apt. 557
Bradfordbury, WA 52374",233.901.2321x3819,zwallace@example.com,7.27,93,75,67,36931,OBC,None,Male,23,9,3,Local,Hackathon,53,308,685,44,27,0,10,0,German,None,Yes,Germany,PhD,Data Science
Rebecca Stuart,S239280,Mechanical,A,4th,2025,6/13/1994,"52677 Rogers Crossing
New Claudia, VA 48852",+1-975-709-6727x0639,randallmartin@example.org,6.34,60,57,72,95297,OBC,Arts,Other,20,0,4,International,Coding Contest,24,283,236,5,6,3,0,0,French,edX,No,USA,PhD,AI
John Williams,S984753,Data Science,C,3rd,2028,12/29/2003,"4197 Bennett Walk
West Amy, IL 38213",-2843,wilsoncarla@example.org,9.52,97,59,76,113747,ST,Arts,Other,26,7,1,National,None,38,309,491,100,11,8,17,4,English,None,No,Germany,M.Sc,Software Engineering
Heidi Knight,S791512,Data Science,B,4th,2027,2/1/2001,"4482 Dudley Meadow Apt. 627
New Sarah, NE 21366",325.733.3279x08694,davisgregory@example.com,7.62,54,60,61,106952,General,None,Other,29,10,1,Local,None,36,293,775,26,72,0,22,2,Chinese,None,Yes,Australia,PhD,AI
Michelle Payne,S714034,Computer Science,C,2nd,2026,9/18/2001,"7289 Scott Inlet
New Michael, FM 64506",(210)641-9192,elizabeth75@example.com,5.25,80,84,69,85314,ST,Sports,Male,19,4,0,Local,Quiz,76,326,539,35,69,4,31,2,French,edX,No,UK,M.Tech,AI
Martin Kelley,S516433,Data Science,B,3rd,2026,10/14/1993,"743 Kyle Plaza Apt. 945
East Michael, PW 78906",001-603-567-1117x070,brent15@example.com,5.61,53,81,55,105812,ST,Music,Female,21,0,1,Local,Hackathon,93,318,587,1,41,6,49,2,Spanish,Coursera,Yes,UK,M.Sc,Machine Learning
Mary Holloway,S101235,Mechanical,A,1st,2025,6/3/1994,"Unit 0375 Box 2446
DPO AP 50880",356.267.9223x861,mckenzie53@example.com,0.04,85,70,86,30745,General,None,Male,21,9,1,Local,Coding Contest,78,305,371,2,93,0,93,0,Chinese,Coursera,No,UK,M.Tech,Software Engineering
Amy Young,S652157,Electronics,A,4th,2028,11/15/2002,"USCGC Gray
FPO AP 45087",848-730-2688x9942,adamvega@example.net,4.06,84,100,61,38242,ST,Sports,Other,30,7,4,International,Coding Contest,54,260,355,77,17,1,33,4,Chinese,Udacity,Yes,Australia,PhD,AI
Jennifer Montgomery,S990865,Electronics,A,2nd,2027,5/13/1996,"434 Fernandez Meadow
Michaelfort, HI 24789",4865579449,thomas33@example.org,4.32,89,95,53,84020,ST,None,Female,21,5,4,Local,None,54,330,402,90,75,1,26,2,Spanish,None,No,Canada,M.Sc,AI
Michael Nelson,S137092,Computer Science,C,4th,2025,3/1/1995,"5660 Paul Terrace Apt. 377
Rachelside, ME 90621",001-734-355-0806x40829,kruegerpatricia@example.net,2.3,74,72,82,78444,OBC,Music,Other,29,3,2,Local,Coding Contest,98,330,217,57,111,1,84,0,Spanish,Udacity,No,USA,MBA,Machine Learning
Shawn Taylor DVM,S223044,Electronics,A,4th,2028,11/26/2004,"83980 Howard Square
Lake Sylviaville, MO 45313",379.667.2599x3917,westmackenzie@example.org,0.56,67,59,66,105468,General,None,Other,23,5,1,Local,Coding Contest,28,320,433,62,76,0,20,2,English,None,Yes,UK,PhD,AI
Kevin Carrillo,S573115,Data Science,C,4th,2028,12/7/1995,"92132 Maxwell Road Apt. 796
New Keith, MT 50563",(509)704-9441,hayneskevin@example.com,0.74,79,72,90,81486,OBC,None,Female,19,4,4,National,Quiz,65,316,366,26,113,6,83,4,German,Udacity,No,Canada,M.Sc,Machine Learning
Dr. Susan Williams PhD,S627915,Electronics,B,1st,2027,6/24/2004,"06426 Marshall Ramp Suite 884
North April, PW 42361",001-890-503-0965x123,crawfordedward@example.net,1.46,99,57,52,103820,SC,Arts,Male,28,7,4,Local,None,8,265,257,70,113,3,38,5,French,Udacity,Yes,USA,PhD,Machine Learning
Brent Faulkner,S427685,Data Science,A,1st,2025,7/20/2005,"98837 Andrea Pass Suite 922
West Tamaraville, MT 06362",7303469218,stephanie79@example.org,1.06,62,85,90,85115,OBC,Sports,Female,25,1,0,Local,Quiz,41,265,414,62,19,4,28,2,Chinese,None,No,Australia,M.Sc,AI
Michelle Hamilton,S173347,Data Science,B,1st,2025,9/15/1993,"38140 Nicholas Loaf Apt. 410
Danielfurt, MT 05656",959.305.4001,crosbysara@example.com,2.12,63,81,96,115407,ST,Arts,Other,28,3,5,International,Hackathon,73,274,209,1,8,7,20,0,Chinese,edX,No,UK,M.Tech,Software Engineering
Kimberly Ramos,S659563,Electronics,A,3rd,2028,4/26/2002,"21739 Woods Mall Suite 763
Jessicaberg, VA 07817",391-817-3118,morgan23@example.com,3.63,88,78,58,84268,ST,None,Female,28,1,3,National,None,75,315,322,98,53,4,32,5,French,Udacity,Yes,Canada,PhD,Software Engineering
Anthony Hayes,S989607,Electronics,C,3rd,2026,7/4/1995,"45631 Nicholas Union Apt. 130
Taylorchester, AK 98084",549.710.4439x41411,hannah74@example.com,6.26,89,61,64,42943,General,Sports,Female,22,9,3,National,Quiz,42,260,728,9,67,9,16,0,German,edX,No,Germany,PhD,AI
Wendy Kim,S410777,Computer Science,C,4th,2027,11/30/1996,"12633 Alex Glens Apt. 114
Patrickfurt, MN 31003",(482)428-7675x39058,kbond@example.net,2.31,83,62,85,34987,ST,Arts,Other,29,6,2,National,Hackathon,2,264,660,98,85,0,55,1,German,None,No,Australia,M.Tech,Software Engineering
Samantha Newman,S422051,Mechanical,B,3rd,2027,11/2/2004,"4130 Rebecca Corners Apt. 106
Dennisside, AL 64275",880-692-1982x577,fullerzachary@example.com,0.85,66,90,53,97251,General,Sports,Other,29,10,1,National,Coding Contest,80,316,686,60,112,1,20,4,Chinese,edX,Yes,USA,M.Sc,AI
Casey Wilkinson,S359266,Mechanical,B,1st,2025,5/24/2001,"Unit 3865 Box 1321
DPO AP 33402",(222)409-5000,pamelabrown@example.com,1.67,96,79,81,91929,ST,Sports,Other,27,10,0,National,Quiz,90,273,538,16,91,8,0,0,English,None,Yes,Australia,PhD,Machine Learning
Jose Robinson,S606702,Mechanical,B,2nd,2026,7/12/1994,"76524 Donald Plains Suite 232
Fergusonhaven, GU 22873",936-476-8722,xrogers@example.com,1.04,63,98,78,70486,General,Sports,Male,18,3,3,Local,Hackathon,45,314,502,53,53,5,0,1,Chinese,None,Yes,UK,M.Sc,Software Engineering
Francisco Robinson,S684032,Mechanical,C,1st,2028,10/9/2003,"PSC 5141, Box 5865
APO AP 27508",001-661-306-9840x33655,carrie18@example.com,2.77,80,76,80,118684,SC,Sports,Female,22,4,0,International,Hackathon,29,322,228,0,20,1,87,5,French,edX,Yes,Germany,PhD,Data Science
Isabella Fritz MD,S779211,Computer Science,B,3rd,2028,6/24/2001,"32013 Michael Tunnel Apt. 850
Jasminehaven, FM 59603",(925)720-7510,westnicole@example.com,7.61,93,58,83,109086,ST,None,Male,22,10,2,Local,Hackathon,67,299,356,0,36,7,43,2,French,None,Yes,Germany,PhD,Machine Learning
Carrie Graham,S212281,Electronics,B,4th,2026,2/28/1994,"8318 Jordan Drive Suite 674
Stephanieland, WI 58803",001-453-725-0956x0644,jessica13@example.net,6.28,76,86,62,48648,ST,Arts,Female,18,8,4,Local,Quiz,33,301,559,74,10,1,26,0,French,Coursera,Yes,UK,M.Tech,Data Science
William Allen,S229702,Computer Science,A,2nd,2027,11/8/1999,"97478 Diane Causeway
Jimmymouth, PW 91944",-11194,james93@example.net,5.79,69,57,76,36847,SC,Music,Male,30,9,5,Local,Coding Contest,34,314,649,32,26,1,48,5,German,None,Yes,Germany,M.Sc,Machine Learning
Dennis Delgado,S562088,Computer Science,C,4th,2027,11/2/2003,"11298 Johnson Rapids Suite 938
Markborough, CT 19341",945-549-3505x88130,voconnor@example.org,5.7,97,71,88,105178,ST,None,Other,20,9,2,International,Quiz,75,297,721,53,33,5,83,5,Chinese,Udacity,No,Australia,M.Tech,Machine Learning
Tyler Cooper,S900388,Computer Science,C,3rd,2026,5/19/1994,"96186 Sharp Manor Apt. 811
Jessicafurt, MA 42426",620.924.7821x9760,ujackson@example.org,8.56,69,62,86,111424,General,None,Male,21,9,3,Local,Hackathon,100,332,528,12,62,9,75,1,Spanish,edX,Yes,UK,M.Tech,AI
Kayla Turner,S302369,Mechanical,C,3rd,2025,12/19/1993,"66925 Brian Park Suite 132
Virginiamouth, SD 70756",-7221,abbottsydney@example.com,9.11,50,84,84,51016,SC,Arts,Male,28,8,3,International,Coding Contest,26,260,531,59,35,5,32,2,French,edX,Yes,USA,M.Tech,AI
Keith Garcia,S501927,Electronics,C,1st,2025,1/14/2002,"82984 Natalie Field Suite 533
Lake Michaelshire, NV 06741",+1-721-750-7464x1297,williamstami@example.com,8.46,91,74,71,66275,General,Music,Female,31,0,2,National,Hackathon,17,306,379,53,94,4,29,1,Spanish,Coursera,Yes,USA,MBA,Software Engineering
Lee Nelson,S910254,Mechanical,A,2nd,2028,5/13/2004,"28779 Ashley Corners
New Michelleside, GU 72185",-9531,david87@example.com,2.66,91,96,85,68879,OBC,Music,Female,28,7,4,National,None,1,305,468,8,4,7,20,1,Spanish,edX,Yes,Australia,M.Tech,Data Science
Alan Harris,S755488,Data Science,B,1st,2025,11/12/1995,"84072 Walker Cliff
Michealshire, PA 45137",392.640.5712x30789,ramirezelizabeth@example.com,8.09,96,59,81,30386,SC,None,Female,26,2,2,Local,None,38,290,332,12,16,2,5,0,French,edX,No,Germany,M.Tech,Machine Learning
Jamie Miller,S324554,Electronics,A,3rd,2026,4/30/1994,"4014 Gilbert Courts
East Lauraland, LA 96758",447-369-5778,floresray@example.net,1.84,62,94,72,55712,ST,None,Female,22,8,2,Local,Hackathon,5,260,391,53,7,8,17,3,French,Udacity,Yes,UK,M.Tech,Machine Learning
Laura Brown,S155767,Electronics,C,1st,2026,9/25/2003,"1039 Jill Flats Apt. 316
Martintown, PR 00973",+1-874-803-7892x8928,joseph00@example.net,1.75,62,53,54,55512,General,None,Male,22,9,3,National,Quiz,45,321,750,8,1,3,77,0,French,None,Yes,Canada,PhD,AI
Jonathan Orozco,S981298,Data Science,C,2nd,2027,4/5/2002,"5507 Henry Plaza Suite 033
Frazierburgh, ND 70875",(395)706-0052x01457,chelseagutierrez@example.com,5.87,63,87,51,78051,ST,Sports,Female,20,0,0,Local,None,7,263,235,92,86,3,40,3,Chinese,edX,Yes,Germany,MBA,Data Science
Brian Taylor,S466056,Computer Science,B,3rd,2025,9/25/2002,"0747 Alvarez Key
South Kylie, ID 26634",(977)448-4603x235,fdyer@example.org,9.57,69,52,54,115191,ST,Arts,Male,20,0,2,International,Coding Contest,23,323,533,6,112,5,83,3,Chinese,None,Yes,USA,MBA,Machine Learning
Cameron Sullivan,S970973,Electronics,A,3rd,2027,3/22/1996,"884 Kristin Crescent
Kaylastad, DC 34111",768.846.5744x9979,tcampbell@example.net,6.59,66,88,66,99089,General,Arts,Female,25,6,0,International,Hackathon,70,308,664,67,44,3,57,3,German,None,No,Germany,M.Sc,Machine Learning
Taylor Walker,S899227,Electronics,C,1st,2025,3/9/1996,"835 Barton Greens Suite 187
West Davidport, RI 91688",724-932-6709x498,pwright@example.org,2.5,93,83,51,102320,SC,Music,Female,26,4,5,International,Coding Contest,91,278,242,44,65,4,89,3,Chinese,Udacity,Yes,Australia,PhD,Machine Learning
Michael Alexander,S346896,Mechanical,C,4th,2026,12/8/2000,"Unit 7498 Box 1476
DPO AA 41664",541.645.4444x13361,brenda10@example.com,7.55,89,78,91,68565,General,Music,Male,18,6,1,International,Coding Contest,18,282,357,65,31,6,83,0,Chinese,edX,No,USA,PhD,Software Engineering
Timothy Deleon,S386750,Mechanical,A,1st,2026,11/13/2003,"908 Linda Viaduct Suite 153
Harrisburgh, NJ 62513",(992)466-5387,hendersonheidi@example.com,7.61,62,89,54,111474,SC,Music,Male,19,9,4,Local,Quiz,84,330,281,20,51,3,37,4,English,Coursera,No,UK,MBA,AI
Mr. Tyler Peterson,S653716,Data Science,B,3rd,2025,11/22/1994,"457 Mcneil Trail
Port Jasonside, MN 67901",001-617-631-9144,dconway@example.org,2.2,56,80,88,50003,ST,Music,Other,25,9,1,National,Quiz,77,263,730,37,92,1,56,2,French,None,No,USA,M.Sc,Machine Learning
